date,doy,pet_mm
2013-05-23,143,6.9596
2013-05-24,144,7.62
2013-05-25,145,0.9652
2013-05-26,146,1.3208
2013-05-27,147,2.8956
2013-05-28,148,4.1656
2013-05-29,149,1.5748
2013-05-30,150,2.3114
2013-05-31,151,5.9182
2013-06-01,152,3.048
2013-06-02,153,5.6388
2013-06-03,154,7.1882
2013-06-04,155,1.8542
2013-06-05,156,2.3114
2013-06-06,157,4.2926
2013-06-07,158,3.6322
2013-06-08,159,2.3114
2013-06-09,160,2.5908
2013-06-10,161,4.0132
2013-06-11,162,5.6642
2013-06-12,163,6.8834
2013-06-13,164,8.3566
2013-06-14,165,2.413
2013-06-15,166,2.7432
2013-06-16,167,7.4422
2013-06-17,168,8.4836
2013-06-18,169,6.6294
2013-06-19,170,7.2644
2013-06-20,171,8.1788
2013-06-21,172,4.699
2013-06-22,173,7.5438
2013-06-23,174,2.921
2013-06-24,175,1.8288
2013-06-25,176,4.4704
2013-06-26,177,6.2992
2013-06-27,178,5.0292
2013-06-28,179,10.0076
2013-06-29,180,4.2672
2013-06-30,181,7.4168
2013-07-01,182,8.0264
2013-07-02,183,6.9088
2013-07-03,184,6.8326
2013-07-04,185,7.7978
2013-07-05,186,8.2042
2013-07-06,187,8.7884
2013-07-07,188,7.493
2013-07-08,189,4.7752
2013-07-09,190,5.3086
2013-07-10,191,7.493
2013-07-11,192,7.0866
2013-07-12,193,8.0264
2013-07-13,194,4.0894
2013-07-14,195,7.1374
2013-07-15,196,6.096
2013-07-16,197,6.8072
2013-07-17,198,6.8072
2013-07-18,199,7.7724
2013-07-19,200,7.8486
2013-07-20,201,5.9944
2013-07-21,202,4.3688
2013-07-22,203,6.9596
2013-07-23,204,4.9784
2013-07-24,205,5.2578
2013-07-25,206,5.9944
2013-07-26,207,5.4864
2013-07-27,208,5.8928
2013-07-28,209,6.7818
2013-07-29,210,4.0894
2013-07-30,211,1.0414
2013-07-31,212,4.572
2013-08-01,213,5.5118
2013-08-02,214,3.5814
2013-08-03,215,5.334
2013-08-04,216,6.0198
2013-08-05,217,3.4798
2013-08-06,218,5.334
2013-08-07,219,5.2578
2013-08-08,220,4.1148
2013-08-09,221,4.4958
2013-08-10,222,4.7498
2013-08-11,223,4.5974
2013-08-12,224,5.334
2013-08-13,225,4.8514
2013-08-14,226,4.191
2013-08-15,227,3.7592
2013-08-16,228,4.8006
2013-08-17,229,5.2578
2013-08-18,230,5.2832
2013-08-19,231,4.2926
2013-08-20,232,5.5372
2013-08-21,233,5.2324
2013-08-22,234,3.6068
2013-08-23,235,4.3942
2013-08-24,236,4.1148
2013-08-25,237,5.969
2013-08-26,238,6.5532
2013-08-27,239,6.9596
2013-08-28,240,5.8674
2013-08-29,241,5.4102
2013-08-30,242,5.8166
2013-08-31,243,5.08
2013-09-01,244,5.461
2013-09-02,245,5.2324
2013-09-03,246,4.2926
2013-09-04,247,4.826
2013-09-05,248,4.3688
2013-09-06,249,5.7912
2013-09-07,250,3.556
2013-09-08,251,2.5654
2013-09-09,252,7.8994
2013-09-10,253,7.0866
2013-09-11,254,3.5814
2013-09-12,255,6.3754
2013-09-13,256,4.0894
2013-09-14,257,5.207
2013-09-15,258,2.4638
2013-09-16,259,1.9812
2013-09-17,260,0.3556
2013-09-18,261,5.0546
2013-09-19,262,2.0574
2013-09-20,263,2.9464
2013-09-21,264,3.9878
2013-09-22,265,4.6482
2013-09-23,266,5.08
2013-09-24,267,2.54
2013-09-25,268,3.6068
2013-09-26,269,4.9784
2013-09-27,270,5.6388
2013-09-28,271,1.4478
2013-09-29,272,4.5974
2013-09-30,273,4.6228
2013-10-01,274,5.0546
2013-10-02,275,4.445
2013-10-03,276,2.5908
2013-10-04,277,1.4986
2013-10-05,278,3.7592
2013-10-06,279,0.8128
2013-10-07,280,4.5212
2013-10-08,281,5.8928
2013-10-09,282,4.445
2013-10-10,283,4.5466
2013-10-11,284,3.302
2013-10-12,285,5.1308
2013-10-13,286,2.921
2013-10-14,287,3.9624
2013-10-15,288,1.1176
2013-10-16,289,0.7874
2013-10-17,290,2.921
2013-10-18,291,2.413
2013-10-19,292,2.1336
2013-10-20,293,2.5908
2013-10-21,294,2.1844
2013-10-22,295,0.8636
2013-10-23,296,0.9906
2013-10-24,297,1.8288
2013-10-25,298,3.683
2013-10-26,299,2.9464
2013-10-27,300,3.5306
2013-10-28,301,2.2098
2013-10-29,302,1.5748
2013-10-30,303,1.651
2013-10-31,304,0.6096
2013-11-01,305,1.7272
2013-11-02,306,1.9304
2013-11-03,307,3.302
2013-11-04,308,1.1176
2013-11-05,309,0.127
2013-11-06,310,1.3716
2013-11-07,311,1.4224
2013-11-08,312,2.7686
2013-11-09,313,2.667
2013-11-10,314,1.1938
2013-11-11,315,1.5494
2013-11-12,316,0.9906
2013-11-13,317,3.6322
2013-11-14,318,2.2352
2013-11-15,319,1.6002
2013-11-16,320,1.651
2013-11-17,321,0.5588
2013-11-18,322,1.1938
2013-11-19,323,2.54
2013-11-20,324,1.2192
2013-11-21,325,0.1778
2013-11-22,326,0.4318
2013-11-23,327,0.6604
2013-11-24,328,0.8636
2013-11-25,329,1.1176
2013-11-26,330,1.1176
2013-11-27,331,0.508
2013-11-28,332,0.7874
2013-11-29,333,0.6858
2013-11-30,334,1.3462
2013-12-01,335,0.5334
2013-12-02,336,0.3556
2013-12-03,337,0.0762
2013-12-04,338,0.3048
2013-12-05,339,0.4318
2013-12-06,340,0.4318
2013-12-07,341,0.3302
2013-12-08,342,0.2032
2013-12-09,343,0.5842
2013-12-10,344,0.7366
2013-12-11,345,0.5842
2013-12-12,346,0.7366
2013-12-13,347,0.2286
2013-12-14,348,0.254
2013-12-15,349,0.2286
2013-12-16,350,0.2794
2013-12-17,351,1.0414
2013-12-18,352,0.9652
2013-12-19,353,0.1524
2013-12-20,354,0.0254
2013-12-21,355,0
2013-12-22,356,0.5588
2013-12-23,357,0.5334
2013-12-24,358,0.635
2013-12-25,359,0.4318
2013-12-26,360,0.4318
2013-12-27,361,0.8382
2013-12-28,362,1.0922
2013-12-29,363,1.5748
2013-12-30,364,0.2032
2013-12-31,365,0.1524
