C_Year,Obs,C_Month,C_Day,C_Hour,C_Minute,dw_psp [Wm-2],temp [Co],rh [%],Precip [mm],windspd [ms-1]
2015,1,1,1,0,0,0,-10.55,83.4,0,24.56771206
2015,2,1,1,1,0,0,-11.17,82.7,0,27.66050018
2015,3,1,1,2,0,0,-11.18,82.5,0,30.43403275
2015,4,1,1,3,0,0,-11.24,83.1,0,28.90260379
2015,5,1,1,4,0,0,-11.15,82.6,0,30.7532883
2015,6,1,1,5,0,0,-11.34,84.5,0,27.0968146
2015,7,1,1,6,0,0,-11.35,85,0,28.29402291
2015,8,1,1,7,0,0,-11.36,86.5,0,27.40110505
2015,9,1,1,8,0,3.024,-11.42,86.5,0,28.54842967
2015,10,1,1,9,0,105.4,-9.95,82.8,0,35.94617931
2015,11,1,1,10,0,228.2,-7.014,76.49,0,39.90694345
2015,12,1,1,11,0,327.7,-4.916,70.57,0,43.29903364
2015,13,1,1,12,0,364.9,-2.12,61.03,0,44.49624195
2015,14,1,1,13,0,405.8,0.727,56.54,0,41.55310487
2015,15,1,1,14,0,344.1,2.333,56.37,0,39.8221412
2015,16,1,1,15,0,298.3,3.058,58.8,0,39.37817645
2015,17,1,1,16,0,178.6,2.808,59.85,0,33.04793754
2015,18,1,1,17,0,50.97,0.848,75.11,0,20.07818092
2015,19,1,1,18,0,0.278,-1.163,76.26,0,7.996353794
2015,20,1,1,19,0,0,-1.168,79.36,0,11.01930476
2015,21,1,1,20,0,0,-2.549,82.1,0,10.21118916
2015,22,1,1,21,0,0,-3.328,87.3,0,10.82475841
2015,23,1,1,22,0,0,-4.538,91.5,0,7.043575519
2015,24,1,1,23,0,0,-6.097,88.3,0,4.085473336
2015,25,1,2,0,0,0,-5.603,91.8,0,4.38976378
2015,26,1,2,1,0,0,-7.105,95.4,0,5.532100036
2015,27,1,2,2,0,0,-6.489,93.9,0,5.631867394
2015,28,1,2,3,0,0,-5.925,92,0,6.105762348
2015,29,1,2,4,0,0,-5.769,89.5,0,8.889271654
2015,30,1,2,5,0,0,-6.359,91.1,0,9.338224767
2015,31,1,2,6,0,0,-7.188,91.8,0,10.1114218
2015,32,1,2,7,0,0,-8.11,90.3,0,10.29599141
2015,33,1,2,8,0,2.707,-8.59,88.3,0,9.817108089
2015,34,1,2,9,0,98.3,-7.759,84.1,0,8.769550823
2015,35,1,2,10,0,164.7,-5.133,82,0,14.995034
2015,36,1,2,11,0,146.2,-4.612,80.3,0,16.66114889
2015,37,1,2,12,0,248.3,-3.322,75.96,0,16.62124195
2015,38,1,2,13,0,268.1,-2.18,76.71,0,15.60361489
2015,39,1,2,14,0,230.2,-1.243,75.68,0,15.27937097
2015,40,1,2,15,0,154.6,-1.088,77.65,0,17.62889227
2015,41,1,2,16,0,101.9,-1.098,80.9,0,18.07784538
2015,42,1,2,17,0,40.7,-1.503,84.9,0,16.89061382
2015,43,1,2,18,0,0.211,-3.043,89,0,9.797154617
2015,44,1,2,19,0,0,-2.962,89.8,0,9.996689334
2015,45,1,2,20,0,0,-2.554,88.9,0,7.921528275
2015,46,1,2,21,0,0,-2.308,89.1,0,10.05156138
2015,47,1,2,22,0,0,-2.08,89.6,0,7.986377058
2015,48,1,2,23,0,0,-1.964,87.4,0,8.490202219
2015,49,1,3,0,0,0,-1.75,85.1,0,10.02661954
2015,50,1,3,1,0,0,-1.573,89.2,0,12.1017806
2015,51,1,3,2,0,0,-1.656,92.5,0,14.22682534
2015,52,1,3,3,0,0,-1.686,92.5,0,10.06153812
2015,53,1,3,4,0,0,-1.914,91.9,0,9.004004116
2015,54,1,3,5,0,0,-3.147,97,0,7.592295991
2015,55,1,3,6,0,0,-4.074,97.4,0,2.848358089
2015,56,1,3,7,0,0,-4.216,96.3,0,2.19488189
2015,57,1,3,8,0,1.552,-4.184,98.2,0,2.334556192
2015,58,1,3,9,0,37.41,-3.842,97.2,0,7.996353794
2015,59,1,3,10,0,121,-2.477,97.6,0,11.31860684
2015,60,1,3,11,0,271,-0.306,89.9,0,18.60661238
2015,61,1,3,12,0,344.2,1.356,80.4,0,16.68609073
