date,doy,pet_mm
2012-08-27,240,4.8006
2012-08-28,241,5.588
2012-08-29,242,7.0104
2012-08-30,243,8.1788
2012-08-31,244,4.4196
2012-09-01,245,4.5974
2012-09-02,246,4.826
2012-09-03,247,0.9144
2012-09-04,248,5.4356
2012-09-05,249,6.0198
2012-09-06,250,5.969
2012-09-07,251,3.7592
2012-09-08,252,7.0358
2012-09-09,253,4.7244
2012-09-10,254,6.4516
2012-09-11,255,8.4582
2012-09-12,256,3.7338
2012-09-13,257,1.524
2012-09-14,258,5.4102
2012-09-15,259,5.4102
2012-09-16,260,3.6322
2012-09-17,261,3.0226
2012-09-18,262,4.445
2012-09-19,263,8.0772
2012-09-20,264,5.3086
2012-09-21,265,4.2164
2012-09-22,266,4.8768
2012-09-23,267,4.191
2012-09-24,268,5.3086
2012-09-25,269,4.7244
2012-09-26,270,5.1308
2012-09-27,271,3.9878
2012-09-28,272,3.4036
2012-09-29,273,4.6482
2012-09-30,274,5.1562
2012-10-01,275,5.5118
2012-10-02,276,4.3688
2012-10-03,277,4.7752
2012-10-04,278,4.2164
2012-10-05,279,2.8702
2012-10-06,280,1.9558
2012-10-07,281,3.5814
2012-10-08,282,6.1468
2012-10-09,283,2.032
2012-10-10,284,4.0132
2012-10-11,285,4.6228
2012-10-12,286,4.3434
2012-10-13,287,1.4732
2012-10-14,288,2.413
2012-10-15,289,3.2512
2012-10-16,290,3.7592
2012-10-17,291,3.7846
2012-10-18,292,1.7272
2012-10-19,293,0.3048
2012-10-20,294,1.0922
2012-10-21,295,3.5814
2012-10-22,296,1.651
2012-10-23,297,0.9652
2012-10-24,298,1.3716
2012-10-25,299,1.2446
2012-10-26,300,1.3208
2012-10-27,301,1.2446
2012-10-28,302,1.6002
2012-10-29,303,2.3622
2012-10-30,304,1.8288
2012-10-31,305,2.3876
2012-11-01,306,2.5908
2012-11-02,307,1.778
2012-11-03,308,1.524
2012-11-04,309,0.8128
2012-11-05,310,0.3302
2012-11-06,311,1.3462
2012-11-07,312,0.9906
2012-11-08,313,2.413
2012-11-09,314,1.4224
2012-11-10,315,3.9878
2012-11-11,316,3.2766
2012-11-12,317,1.3208
2012-11-13,318,2.0066
2012-11-14,319,2.5654
2012-11-15,320,1.9304
2012-11-16,321,1.6764
2012-11-17,322,2.8448
2012-11-18,323,3.0734
2012-11-19,324,1.3716
2012-11-20,325,1.4478
2012-11-21,326,4.191
2012-11-22,327,3.7338
2012-11-23,328,2.159
2012-11-24,329,0.8382
2012-11-25,330,1.0414
2012-11-26,331,0.9906
2012-11-27,332,1.2446
2012-11-28,333,1.2192
2012-11-29,334,1.143
2012-11-30,335,0.6604
2012-12-01,336,0.3556
2012-12-02,337,0.762
2012-12-03,338,2.2098
2012-12-04,339,2.5654
2012-12-05,340,2.3368
2012-12-06,341,1.2954
2012-12-07,342,1.143
2012-12-08,343,0.508
2012-12-09,344,0.5842
2012-12-10,345,0.6096
2012-12-11,346,1.0922
2012-12-12,347,3.0734
2012-12-13,348,2.7686
2012-12-14,349,1.4986
2012-12-15,350,0.0254
2012-12-16,351,0.2286
2012-12-17,352,0.1016
2012-12-18,353,0
2012-12-19,354,0.127
2012-12-20,355,0.5334
2012-12-21,356,0.3302
2012-12-22,357,0.508
2012-12-23,358,0.3048
2012-12-24,359,0.5334
2012-12-25,360,0.4572
2012-12-26,361,0.3556
2012-12-27,362,0.2032
2012-12-28,363,0.0762
2012-12-29,364,0.2032
2012-12-30,365,0.9398
2012-12-31,366,0.6604
