ET.Daily
"1",7.06780430192266
"2",7.12257933812286
"3",4.70361543966348
"4",6.50872302395195
"5",8.77415551802587
"6",7.20189336107385
"7",9.0575576089483
"8",9.02509875908206
"9",6.87738520095021
"10",8.63629759787126
"11",5.55475401032669
"12",7.12778875263723
"13",7.43696696060845
"14",5.86010138425599
"15",6.97477886268089
"16",6.41952314134486
"17",5.98066232589791
"18",3.3630062133532
"19",4.75617457820108
"20",5.36932257938918
"21",3.13383875971081
"22",4.1127844217292
"23",4.92082537254651
"24",6.26099450180802
"25",8.16329459418094
"26",5.74342816657557
"27",10.6056308819817
"28",6.31914818893867
"29",5.83236876863508
"30",7.44334402457037
"31",7.01492078594165
"32",6.2196845301241
"33",7.39691134811737
"34",7.31907807281135
"35",7.06196745023497
"36",7.21020881419297
"37",7.08921493037523
"38",7.84060946112844
"39",5.14858210667784
"40",8.30565223085285
"41",7.83710907557979
"42",6.53507012714281
"43",4.20847874383064
"44",7.78458098331932
"45",8.70930581189505
"46",5.07691542273829
"47",4.06219436360426
"48",6.66802206770937
"49",6.69014315910039
"50",6.53430577922172
"51",5.05311027184575
"52",7.6826335867401
"53",7.55336740165108
"54",5.37850900738094
"55",6.80790616078047
"56",5.75673123656481
"57",3.99872509944916
"58",6.01637814037546
"59",6.05082705110411
"60",6.60920376685742
"61",6.4555057921371
"62",5.80318389155251
"63",6.6886443637719
"64",6.67138394602044
"65",5.78095593859282
"66",5.89798535091984
"67",5.34838150907984
"68",3.35317104800766
"69",3.40374724892962
"70",6.28038303106815
"71",4.02011293761484
"72",4.07540768313147
"73",5.00275858841679
"74",4.21076560484403
"75",4.4869582739822
"76",5.45137276325531
"77",6.03252105271721
"78",2.74465401120383
"79",5.2854680023851
"80",5.11463560858361
"81",4.69289045495107
"82",3.08101165182234
"83",3.02591537994947
"84",5.31848161776444
"85",5.23384667807954
"86",5.29977920797207
"87",4.40721152034006
"88",2.52476479115141
"89",4.24889006606653
"90",4.58114631620621
"91",3.62775041601354
"92",4.62244084223891
"93",4.54172963023142
"94",4.70492381888601
"95",3.14415686840641
"96",2.23552343354291
"97",2.45186617208267
"98",3.89076725481901
"99",4.16126873119736
"100",3.22005436909301
"101",3.89039141435793
"102",2.04398907773327
"103",4.4469649383407
"104",3.98634548150737
"105",4.99273371991543
"106",3.32549826491075
"107",3.96996106483759
"108",4.36664016517596
"109",5.01320268755059
"110",2.87942347144235
"111",3.27699070050848
"112",2.17409729532681
"113",2.96385629790272
"114",1.37876913974729
"115",3.87823946378914
"116",2.19026374306722
"117",1.13265142038699
"118",1.88047583695514
"119",2.07159259636806
"120",2.17956496973184
"121",2.38544514371448
"122",2.62505681896177
"123",2.85507820635433
"124",2.28680426686693
"125",0.886948378175653
"126",1.29332454262109
"127",2.25205200117258
"128",1.5289293125308
"129",1.8071601680051
"130",2.0594145287768
ET.Monthly
ET.Annual
ET.MonthlyAve
"1",6.39051364518689
"2",6.68207838364957
"3",4.97962280343812
"4",3.63028226303075
"5",1.96231746224592
ET.AnnualAve
"1",5.03937288161613
ET_formulation
"1","Penman-Monteith FAO56"
ET_type
"1","Reference Crop ET"
message1
"1","Sunshine hour data have been used for calculating incoming solar radiation"
message2
"1","Wind data have been used for calculating the reference crop evapotranspiration"
