C_Year,Obs,C_Month,C_Day,C_Hour,C_Minute,dw_psp..Wm.2.,temp..Co.,rh....,Precip..mm.,windspd..ms.1.,doy
2018,96,1,4,23,0,0,-14.05,79.53,0,10.6,4
2018,97,1,5,0,0,0,-14,80.8,0,13.977,5
2018,98,1,5,1,0,0,-13.99,83.9,0,15.783,5
2018,99,1,5,2,0,0,-13.97,86.7,0,15.549,5
2018,100,1,5,3,0,0,-14.02,85.2,0,13.868,5
2018,101,1,5,4,0,0,-14.03,85.6,0,13.114,5
2018,102,1,5,5,0,0,-14.11,81.6,0,13.04,5
2018,103,1,5,6,0,0,-14.15,81.6,0,13.314,5
2018,104,1,5,7,0,0,-14.3,81.6,0,14.541,5
2018,105,1,5,8,0,4.49,-15.56,83.8,0,9.847,5
2018,106,1,5,9,0,99.6,-15.39,80,0,9.777,5
2018,107,1,5,10,0,234.1,-15.41,77.06,0,13.608,5
2018,108,1,5,11,0,350.3,-14.98,74.41,0,13.224,5
2018,109,1,5,12,0,422.4,-14.58,65.62,0,13.469,5
2018,110,1,5,13,0,438.5,-14.29,68.44,0,14.212,5
2018,111,1,5,14,0,383.3,-14.33,70.91,0,15.095,5
2018,112,1,5,15,0,256.3,-14.73,71.68,0,15.649,5
2018,113,1,5,16,0,108.3,-15.49,77.11,0,11.648,5
2018,114,1,5,17,0,48.91,-16.29,79.77,0,9.682,5
2018,115,1,5,18,0,0.39,-17.61,81.2,0,8.75,5
2018,116,1,5,19,0,0,-18.16,81.6,0,8.72,5
2018,117,1,5,20,0,0,-18.51,77.66,0,9.019,5
2018,118,1,5,21,0,0,-18.34,78.99,0,6.824,5
2018,119,1,5,22,0,0,-19.21,80.2,0,5.298,5
2018,120,1,5,23,0,0,-19.26,81.8,0,9.782,5
2018,121,1,6,0,0,0,-20.21,85.6,0,7.368,6
2018,122,1,6,1,0,0,-20.83,85.2,0,6.026,6
2018,123,1,6,2,0,0,-20.59,84.4,0,7.238,6
2018,124,1,6,3,0,0,-20.49,84.2,0,9.029,6
2018,125,1,6,4,0,0,-21.83,85.9,0,6.28,6
2018,126,1,6,5,0,0,-22.65,86.4,0,4.799,6
2018,127,1,6,6,0,0,-23.27,86.3,0,7.263,6
2018,128,1,6,7,0,0,-24,85.9,0,8.281,6
2018,129,1,6,8,0,5.07,-23.7,85.5,0,7.128,6
2018,130,1,6,9,0,93.2,-21.88,83.7,0,11.129,6
2018,131,1,6,10,0,221,-20.31,80.6,0,15.828,6
2018,132,1,6,11,0,344.8,-18.3,78.16,0,18.287,6
2018,133,1,6,12,0,415.3,-16.25,74.96,0,19.3,6
2018,134,1,6,13,0,398.5,-14.36,70.58,0,21.28,6
2018,135,1,6,14,0,398.6,-13.22,64.64,0,26.393,6
2018,136,1,6,15,0,285.6,-12.2,66.43,0,25.446,6
2018,137,1,6,16,0,91.9,-12.33,68.11,0,25.885,6
2018,138,1,6,17,0,23.02,-12.44,69.72,0,29.92,6
2018,139,1,6,18,0,0.18,-12.39,73.21,0,31.472,6
2018,140,1,6,19,0,0,-12.27,73.51,0,31.541,6
2018,141,1,6,20,0,0,-11.92,73.28,0,29.062,6
2018,142,1,6,21,0,0,-11.65,74.38,0,32.938,6
2018,143,1,6,22,0,0,-10.83,73.48,0,37.662,6
2018,144,1,6,23,0,0,-10.32,73.13,0,33.876,6
2018,145,1,7,0,0,0,-9.99,74.53,0,27.311,7
2018,146,1,7,1,0,0,-9.91,75.43,0,24.458,7
2018,147,1,7,2,0,0,-9.9,78.29,0,21.799,7
2018,148,1,7,3,0,0,-10.77,80.6,0,16.821,7
2018,149,1,7,4,0,0,-11.17,80.8,0,13.918,7
2018,150,1,7,5,0,0,-11.04,82.1,0,17.29,7
2018,151,1,7,6,0,0,-11.02,81.5,0,14.152,7
2018,152,1,7,7,0,0,-9.85,81.6,0,14.526,7
2018,153,1,7,8,0,2.86,-7.68,81,0,20.158,7
2018,154,1,7,9,0,62.27,-7.07,81.3,0,15.334,7
2018,155,1,7,10,0,162.8,-4.73,78.38,0,12.815,7
2018,156,1,7,11,0,231.8,-2.27,76.68,0,14.676,7
2018,157,1,7,12,0,307.6,-0.09,77.72,0.51,23.675,7
2018,158,1,7,13,0,287.9,0.5,77.87,0,19.584,7
2018,159,1,7,14,0,375.1,2.79,76.02,0,26.364,7
2018,160,1,7,15,0,294.4,2.97,77.37,0,23.795,7
2018,161,1,7,16,0,174.1,2.96,80,0,17.769,7
2018,162,1,7,17,0,51.71,1.75,90.3,0,10.695,7
2018,163,1,7,18,0,0.72,-0.8,93.4,0,9.892,7
2018,164,1,7,19,0,0,-2.27,92.9,0,12.466,7
2018,165,1,7,20,0,0,-3.72,94.9,0,11.224,7
2018,166,1,7,21,0,0,-1.32,89.4,0,16.626,7
2018,167,1,7,22,0,0,-2.55,92.3,0,15.574,7
2018,168,1,7,23,0,0,-2.24,93.4,0,12.391,7
2018,169,1,8,0,0,0,-0.79,93.5,0,10.446,8
2018,170,1,8,1,0,0,-0.37,92.7,0,12.072,8
2018,171,1,8,2,0,0,-0.33,91.8,0,11.613,8
2018,172,1,8,3,0,0,-1.78,95.7,0,11.553,8
2018,173,1,8,4,0,0,-4.04,97.6,0,14.002,8
2018,174,1,8,5,0,0,-4.54,97,0,17.225,8
2018,175,1,8,6,0,0,-4.44,96.3,0,21.575,8
2018,176,1,8,7,0,0,-4.95,96.3,0,18.736,8
2018,177,1,8,8,0,5.14,-6.12,97.8,0,16.127,8
2018,178,1,8,9,0,99.4,-5.73,95.5,0,17.04,8
2018,179,1,8,10,0,239.3,-2.91,90.9,0,22.069,8
2018,180,1,8,11,0,348.7,-0.22,84.6,0,21.535,8
2018,181,1,8,12,0,428.7,2.24,75.86,0,20.936,8
2018,182,1,8,13,0,438.1,3.56,75.65,0,20.577,8
2018,183,1,8,14,0,392,4.71,72.72,0,20.407,8
2018,184,1,8,15,0,264.9,5.55,70.09,0,17.165,8
2018,185,1,8,16,0,159.1,5.51,76.49,0,10.61,8
2018,186,1,8,17,0,67.54,4.35,84.2,0,7.587,8
2018,187,1,8,18,0,0.45,2.62,82.3,0,9.623,8
2018,188,1,8,19,0,0,0.54,91.1,0,7.493,8
2018,189,1,8,20,0,0,0.55,87.9,0,13.025,8
2018,190,1,8,21,0,0,0.55,89.3,0,13.638,8
2018,191,1,8,22,0,0,-0.32,92.5,0,11.982,8
2018,192,1,8,23,0,0,-0.48,94,0,8.919,8
2018,193,1,9,0,0,0,-0.95,95.5,0,6.739,9
2018,194,1,9,1,0,0,-0.98,95.8,0,8.959,9
2018,195,1,9,2,0,0,-0.98,94,0,7.677,9
2018,196,1,9,3,0,0,-1.03,95.3,0,7.812,9
2018,197,1,9,4,0,0,-1.18,95.3,0,9.263,9
2018,198,1,9,5,0,0,-0.39,93.2,0,14.541,9
2018,199,1,9,6,0,0,-0.15,93.9,0,13.394,9
2018,200,1,9,7,0,0,-0.23,94,0,13.025,9
2018,201,1,9,8,0,1.93,0.05,93,0,13.414,9
2018,202,1,9,9,0,26.57,0.53,91.6,0,18.482,9
2018,203,1,9,10,0,110.6,1.33,88.9,0,20.153,9
2018,204,1,9,11,0,214.9,2.24,86.5,0,21.096,9
2018,205,1,9,12,0,218.2,3.53,75.54,0,22.288,9
2018,206,1,9,13,0,157,3.99,74.45,0,21.63,9
2018,207,1,9,14,0,412.3,5.18,69.52,0,28.908,9
2018,208,1,9,15,0,299.1,5.64,69.27,0,29.776,9
2018,209,1,9,16,0,69.88,4.92,75.98,0,21.275,9
2018,210,1,9,17,0,25.88,3.92,77.01,0,25.695,9
2018,211,1,9,18,0,1.31,2.76,81.3,0,24.189,9
2018,212,1,9,19,0,0,1.85,84.7,0,26.149,9
2018,213,1,9,20,0,0,1.04,88.4,0,25.979,9
2018,214,1,9,21,0,0,0.64,91.7,0,27.271,9
2018,215,1,9,22,0,0,-0.22,96,0,21.809,9
2018,216,1,9,23,0,0,-0.36,97.2,0,19.973,9
2018,217,1,10,0,0,0,-0.25,97.8,0,26.403,10
2018,218,1,10,1,0,0,0.44,97.9,0,28.354,10
2018,219,1,10,2,0,0,0.63,98.6,0,26.598,10
2018,220,1,10,3,0,0,0.69,99.7,0,26.673,10
2018,221,1,10,4,0,0,0.71,100,0,26.079,10
2018,222,1,10,5,0,0,0.75,100,0,23.136,10
2018,223,1,10,6,0,0,0.89,100,0,21.156,10
2018,224,1,10,7,0,0,1.13,100,0,21.874,10
2018,225,1,10,8,0,0.67,1.34,100,0,24.014,10
2018,226,1,10,9,0,13.52,1.56,100,0,25.181,10
2018,227,1,10,10,0,38.69,2.06,100,0,25.575,10
2018,228,1,10,11,0,54.39,2.52,100,0,26.743,10
2018,229,1,10,12,0,60.29,2.86,100,0,26.807,10
2018,230,1,10,13,0,47.95,3.22,100,0,24.229,10
2018,231,1,10,14,0,49.82,3.5,100,0,18.746,10
2018,232,1,10,15,0,56.8,3.95,99.2,0,18.267,10
2018,233,1,10,16,0,37.21,4.54,97.9,0,14.865,10
2018,234,1,10,17,0,19.95,4.7,97.7,0,12.805,10
2018,235,1,10,18,0,0.13,4.32,98.7,0,10.391,10
2018,236,1,10,19,0,0,4.11,98.5,0,12.73,10
2018,237,1,10,20,0,0,3.56,99.5,0,13.543,10
2018,238,1,10,21,0,0,4.02,98.7,0,19.684,10
2018,239,1,10,22,0,0,4.14,98.4,0,15.07,10
2018,240,1,10,23,0,0,3.73,99.2,0,10.969,10
2018,241,1,11,0,0,0,3.07,100,0,1.926,11
2018,242,1,11,1,0,0,3.76,99.3,0,9.573,11
2018,243,1,11,2,0,0,4.48,100,0.51,7.488,11
2018,244,1,11,3,0,0,3.98,100,0,16.033,11
2018,245,1,11,4,0,0,2.05,100,0.25,24.214,11
2018,246,1,11,5,0,0,-1.87,99.6,0.25,29.077,11
2018,247,1,11,6,0,0,-4.91,95.3,0,26.194,11
2018,248,1,11,7,0,0,-6.94,91.2,0,23.545,11
2018,249,1,11,8,0,0.3,-7.81,88.8,0,22.328,11
2018,250,1,11,9,0,5.48,-8.87,92.5,1.02,27.286,11
2018,251,1,11,10,0,40.05,-9.89,91.8,2.79,24.194,11
2018,252,1,11,11,0,147.8,-10.85,91.9,0.51,36.625,11
2018,253,1,11,12,0,191.5,-11.6,88.2,0.25,26.403,11
2018,254,1,11,13,0,151.6,-12.2,85.3,0,31.372,11
2018,255,1,11,14,0,154.7,-12.91,85.9,0,29.621,11
2018,256,1,11,15,0,213.5,-12.76,84.7,0,27.082,11
2018,257,1,11,16,0,147,-12.88,85.1,0,26.882,11
2018,258,1,11,17,0,26.39,-13.44,82.4,0,27.82,11
2018,259,1,11,18,0,1.25,-13.49,83.2,0,23.934,11
2018,260,1,11,19,0,0,-13.45,81.6,0,28,11
2018,261,1,11,20,0,0,-13.42,83.2,0,26.583,11
2018,262,1,11,21,0,0,-14.43,83,0,32.424,11
2018,263,1,11,22,0,0,-15.32,79.8,0,29.571,11
2018,264,1,11,23,0,0,-16.22,80,0,30.544,11
2018,265,1,12,0,0,0,-16.92,78.43,0,30.469,12
2018,266,1,12,1,0,0,-17.66,78.78,0,28.863,12
2018,267,1,12,2,0,0,-18.35,77.35,0,30.02,12
2018,268,1,12,3,0,0,-19.01,76.75,0,29.426,12
2018,269,1,12,4,0,0,-19.62,77.85,0,25.635,12
2018,270,1,12,5,0,0,-20.18,78.81,0,27.256,12
2018,271,1,12,6,0,0,-20.63,79.05,0,23.959,12
2018,272,1,12,7,0,0,-21.28,79.95,0,23.445,12
2018,273,1,12,8,0,5.91,-21.73,79.27,0,27.421,12
2018,274,1,12,9,0,109,-21.39,76.62,0,23.031,12
2018,275,1,12,10,0,245.5,-20.44,73.63,0,22.463,12
2018,276,1,12,11,0,361.3,-19.59,73.34,0,23.645,12
2018,277,1,12,12,0,436,-18.45,70.73,0,25.989,12
2018,278,1,12,13,0,454.1,-17.48,72.72,0,27.002,12
2018,279,1,12,14,0,417.9,-16.46,70.14,0,28.688,12
2018,280,1,12,15,0,334.6,-15.44,66.17,0,24.717,12
2018,281,1,12,16,0,207.3,-14.92,68.47,0,23.321,12
2018,282,1,12,17,0,52.7,-15.36,72.29,0,25.825,12
2018,283,1,12,18,0,0.99,-16.24,75.12,0,23.819,12
2018,284,1,12,19,0,0,-16.67,74.94,0,21.52,12
2018,285,1,12,20,0,0,-16.88,73.94,0,19.679,12
2018,286,1,12,21,0,0,-16.2,70.88,0,19.948,12
2018,287,1,12,22,0,0,-15.7,71.99,0,23.151,12
2018,288,1,12,23,0,0,-15.62,74.64,0,22.243,12
2018,289,1,13,0,0,0,-15.53,76.39,0,17.888,13
2018,290,1,13,1,0,0,-15.4,75.7,0,18.936,13
2018,291,1,13,2,0,0,-15.57,76.52,0,18.447,13
2018,292,1,13,3,0,0,-15.89,76.36,0,20.003,13
2018,293,1,13,4,0,0,-16.51,74.66,0,16.945,13
2018,294,1,13,5,0,0,-17.27,74.19,0,17.798,13
2018,295,1,13,6,0,0,-17.83,75.6,0,15.294,13
2018,296,1,13,7,0,0,-18.73,79.33,0,10.017,13
2018,297,1,13,8,0,7.03,-19.63,78.78,0,10.964,13
2018,298,1,13,9,0,55.46,-19.19,76.19,0,15.015,13
2018,299,1,13,10,0,223.3,-18.44,71.35,0,13.209,13
2018,300,1,13,11,0,344.4,-17.1,68.95,0,9.977,13
2018,301,1,13,12,0,432.1,-15.78,64.1,0,9.248,13
2018,302,1,13,13,0,455.5,-14.08,56.9,0,6.111,13
2018,303,1,13,14,0,422.7,-12.97,56.56,0,4.41,13
2018,304,1,13,15,0,337.7,-12.23,56.52,0,3.701,13
2018,305,1,13,16,0,214.7,-12.53,64.78,0,6.48,13
2018,306,1,13,17,0,79.15,-13.83,72.13,0,8.954,13
2018,307,1,13,18,0,1.12,-15.59,77.43,0,4.534,13
2018,308,1,13,19,0,0,-16.82,77.36,0,4.544,13
2018,309,1,13,20,0,0,-17.21,76.3,0,3.267,13
2018,310,1,13,21,0,0,-16.73,74.07,0,3.701,13
2018,311,1,13,22,0,0,-16.98,76.5,0,7.183,13
2018,312,1,13,23,0,0,-16.66,77.36,0,5.547,13
2018,313,1,14,0,0,0,-15.75,75.65,0,12.551,14
2018,314,1,14,1,0,0,-15.11,74.93,0,15.264,14
2018,315,1,14,2,0,0,-14.9,77.07,0,16.312,14
2018,316,1,14,3,0,0,-14.69,79.12,0,14.541,14
2018,317,1,14,4,0,0,-14.3,80.6,0,15.658,14
2018,318,1,14,5,0,0,-13.8,79.77,0,18.198,14
2018,319,1,14,6,0,0,-13.51,81,0,21.719,14
2018,320,1,14,7,0,0,-13.03,81,0,20.672,14
2018,321,1,14,8,0,2.19,-12.62,83.5,0,21.32,14
2018,322,1,14,9,0,41.91,-11.97,86.2,0,26.139,14
2018,323,1,14,10,0,120.1,-10.92,86.2,0,25.421,14
2018,324,1,14,11,0,213.2,-9.44,86.2,0,27.097,14
2018,325,1,14,12,0,155,-8.54,87.6,0,31.462,14
2018,326,1,14,13,0,147.6,-7.84,87.8,0,30.07,14
2018,327,1,14,14,0,114.6,-7.34,88.6,0,31.182,14
2018,328,1,14,15,0,74.1,-6.88,88.8,0,29.426,14
2018,329,1,14,16,0,54.11,-6.32,89.3,0,28.494,14
2018,330,1,14,17,0,15.15,-6.05,90.6,0,27.072,14
2018,331,1,14,18,0,0.39,-6.1,94,0.25,26.977,14
2018,332,1,14,19,0,0,-6.16,96.3,1.02,23.091,14
2018,333,1,14,20,0,0,-6.04,97.1,0.76,19.589,14
2018,334,1,14,21,0,0,-5.91,97.3,0.76,15.339,14
2018,335,1,14,22,0,0,-5.7,96.6,0,17.619,14
2018,336,1,14,23,0,0,-5.42,92.7,0,25.815,14
2018,337,1,15,0,0,0,-9.5,83.6,0,33.542,15
2018,338,1,15,1,0,0,-13.28,83.8,0,26.518,15
2018,339,1,15,2,0,0,-14.27,84.3,0,19.529,15
2018,340,1,15,3,0,0,-14.46,83.3,0,24.253,15
2018,341,1,15,4,0,0,-15.09,82.5,0,26.932,15
2018,342,1,15,5,0,0,-16.38,82.1,0,32.504,15
2018,343,1,15,6,0,0,-17.32,79.36,0,41.054,15
2018,344,1,15,7,0,0,-18.11,85.4,0,42.102,15
2018,345,1,15,8,0,3.42,-19.37,83.2,0,33.647,15
2018,346,1,15,9,0,46.9,-19.17,85.2,0,34.35,15
2018,347,1,15,10,0,181.3,-18.97,83.6,0,37.098,15
2018,348,1,15,11,0,308.1,-18.72,82.3,0,35.313,15
2018,349,1,15,12,0,397.8,-18.38,80.5,0,31.876,15
2018,350,1,15,13,0,400.7,-18.05,78.49,0,30.399,15
2018,351,1,15,14,0,396.2,-18,79.4,0,43.099,15
2018,352,1,15,15,0,271.6,-18.3,78.42,0,43.598,15
2018,353,1,15,16,0,197.6,-18.35,81.7,0,40.605,15
2018,354,1,15,17,0,54.86,-18.9,80.5,0,29.96,15
2018,355,1,15,18,0,1.92,-19.39,80.2,0,26.842,15
2018,356,1,15,19,0,0,-19.82,77.26,0,28.603,15
2018,357,1,15,20,0,0,-20.43,77.06,0,17.769,15
2018,358,1,15,21,0,0,-21.1,79.51,0,16.312,15
2018,359,1,15,22,0,0,-21.89,77.64,0,24.558,15
2018,360,1,15,23,0,0,-22.34,79.98,0,27.092,15
2018,361,1,16,0,0,0,-22.45,79.82,0,25.082,16
2018,362,1,16,1,0,0,-22.58,80.4,0,24.318,16
2018,363,1,16,2,0,0,-22.57,82.2,0,30.319,16
2018,364,1,16,3,0,0,-21.87,81.8,0,21.65,16
2018,365,1,16,4,0,0,-21.37,81.5,0,20.836,16
2018,366,1,16,5,0,0,-21.4,82.4,0,18.028,16
2018,367,1,16,6,0,0,-21.23,82.8,0,21.136,16
2018,368,1,16,7,0,0,-20.67,82.7,0,22.812,16
2018,369,1,16,8,0,2.54,-20.19,84,0,17.29,16
2018,370,1,16,9,0,47.45,-19.45,83.7,0,15.469,16
2018,371,1,16,10,0,135.7,-18.72,83.1,0,17.604,16
2018,372,1,16,11,0,240.2,-17.84,81.9,0,18.557,16
2018,373,1,16,12,0,312.6,-16.68,83.3,0,17.08,16
2018,374,1,16,13,0,347.3,-15.32,84.7,0,15.479,16
2018,375,1,16,14,0,388.9,-15.04,80,0,18.597,16
2018,376,1,16,15,0,334.1,-14.86,81,0,19.21,16
2018,377,1,16,16,0,225.8,-15.69,80.8,0,23.785,16
2018,378,1,16,17,0,88.2,-16.18,82.3,0,21.914,16
2018,379,1,16,18,0,3.35,-17.15,84.8,0,9.852,16
2018,380,1,16,19,0,0,-18.53,87.2,0,3.791,16
2018,381,1,16,20,0,0,-19.23,88,0,6.026,16
2018,382,1,16,21,0,0,-19.98,89.3,0,8.281,16
2018,383,1,16,22,0,0,-20.1,89.4,0,9.278,16
2018,384,1,16,23,0,0,-19.4,89.2,0,12.256,16
2018,385,1,17,0,0,0,-19.53,88.7,0,10.077,17
2018,386,1,17,1,0,0,-19.82,88.3,0,11.059,17
2018,387,1,17,2,0,0,-19.81,88.8,0,11.653,17
2018,388,1,17,3,0,0,-19.39,89,0,13.354,17
2018,389,1,17,4,0,0,-19.14,88.5,0,16.212,17
2018,390,1,17,5,0,0,-18.98,88.3,0,14.332,17
2018,391,1,17,6,0,0,-18.9,88.9,0,13.174,17
2018,392,1,17,7,0,0,-18.49,88.5,0,15.17,17
2018,393,1,17,8,0,6.67,-18.37,88.3,0,14.152,17
2018,394,1,17,9,0,114,-16.25,85.7,0,23.246,17
2018,395,1,17,10,0,245.5,-13.4,78.9,0,29.426,17
2018,396,1,17,11,0,365.8,-11.11,73.17,0,33.726,17
2018,397,1,17,12,0,442.7,-8.87,65.31,0,39.234,17
2018,398,1,17,13,0,462.8,-6.83,64.52,0,41.453,17
2018,399,1,17,14,0,419.8,-5.72,62.97,0,37.882,17
2018,400,1,17,15,0,350.6,-4.84,62.64,0,36.819,17
2018,401,1,17,16,0,227.8,-4.23,63.97,0,35.198,17
2018,402,1,17,17,0,91,-4.52,64.74,0,36.38,17
2018,403,1,17,18,0,3.7,-5.6,68.59,0,31.282,17
2018,404,1,17,19,0,0,-6.43,70.5,0,28.987,17
2018,405,1,17,20,0,0,-6.89,71.45,0,35.577,17
2018,406,1,17,21,0,0,-7.3,72.63,0,38.086,17
2018,407,1,17,22,0,0,-7.01,73.96,0,37.123,17
2018,408,1,17,23,0,0,-6.82,74.6,0,32.704,17
2018,409,1,18,0,0,0,-6.44,74.66,0,38.59,18
2018,410,1,18,1,0,0,-6.53,78.62,0,38.755,18
2018,411,1,18,2,0,0,-7,79.55,0,30.384,18
2018,412,1,18,3,0,0,-6.71,77.13,0,29.197,18
2018,413,1,18,4,0,0,-6.7,76.37,0,25.486,18
2018,414,1,18,5,0,0,-7.05,75.39,0,29.017,18
2018,415,1,18,6,0,0,-7.06,76.56,0,30.604,18
2018,416,1,18,7,0,0,-7.29,76.21,0,32.484,18
2018,417,1,18,8,0,6.96,-6.97,74.71,0,28.139,18
2018,418,1,18,9,0,70.79,-7.06,74.17,0,14.376,18
2018,419,1,18,10,0,251.5,-5.32,68.3,0,25.441,18
2018,420,1,18,11,0,369.8,-3.65,66.2,0,27.266,18
2018,421,1,18,12,0,444.6,-1.64,63.96,0,29.716,18
2018,422,1,18,13,0,466.8,0.21,63.57,1.27,24.787,18
2018,423,1,18,14,0,434.1,1.31,63.12,0,28.833,18
2018,424,1,18,15,0,330.8,1.83,64.26,0,30.185,18
2018,425,1,18,16,0,156.3,1.58,69.86,0,32.125,18
