C_Year,Obs,C_Month,C_Day,C_Hour,C_Minute,dw_psp [Wm-2],temp [Co],rh [%],Precip [mm],windspd [ms-1]
2014,1,1,1,0,0,0,-13.66,85.2,0,24.638
2014,2,1,1,1,0,0,-13.67,86.2,0,28.563
2014,3,1,1,2,0,0,-13.82,86.8,0,30.998
2014,4,1,1,3,0,0,-13.98,86.5,0,29.626
2014,5,1,1,4,0,0,-14.16,87.7,0,27.072
2014,6,1,1,5,0,0,-14.69,87.6,0,28.194
2014,7,1,1,6,0,0,-15.16,86.2,0,30.434
2014,8,1,1,7,0,0,-15.57,85.8,0,29.686
2014,9,1,1,8,0,3.06,-15.94,86.9,0,29.561
2014,10,1,1,9,0,36.37,-16.13,85.9,0,24.578
2014,11,1,1,10,0,110.8,-16.13,85.1,0,27.506
2014,12,1,1,11,0,242.8,-15.5,82.9,0,26.698
2014,13,1,1,12,0,240.6,-14.98,83,0,25.012
2014,14,1,1,13,0,288.6,-14.67,81.6,0,26.134
2014,15,1,1,14,0,247.9,-14.67,80.2,0,27.256
2014,16,1,1,15,0,177.9,-15.23,80.1,0,26.822
2014,17,1,1,16,0,83.8,-15.29,81.4,0,24.263
2014,18,1,1,17,0,14.78,-15.49,83.3,0,28.194
2014,19,1,1,18,0,0.09,-15.59,82,0,26.822
2014,20,1,1,19,0,0,-15.89,78.66,0,28.194
2014,21,1,1,20,0,0,-16.19,79.43,0,23.64
2014,22,1,1,21,0,0,-16.16,79.96,0,21.46
2014,23,1,1,22,0,0,-15.82,78.4,0,21.335
2014,24,1,1,23,0,0,-15.75,77.81,0,18.592
2014,25,1,2,0,0,0,-15.77,82,0,20.652
2014,26,1,2,1,0,0,-16.18,82.4,0,18.656
2014,27,1,2,2,0,0,-16.31,82.1,0,19.654
2014,28,1,2,3,0,0,-16.46,81.6,0,24.079
2014,29,1,2,4,0,0,-16.53,81.9,0,19.405
2014,30,1,2,5,0,0,-16.6,82.6,0,18.093
2014,31,1,2,6,0,0,-16.79,83.3,0,16.721
2014,32,1,2,7,0,0,-18.05,84.5,0,13.793
2014,33,1,2,8,0,7.23,-19.09,85,0,18.218
2014,34,1,2,9,0,119.9,-19.05,81.3,0,17.594
2014,35,1,2,10,0,260.8,-18.24,77.51,0,22.892
2014,36,1,2,11,0,373,-17.19,75.5,0,18.966
2014,37,1,2,12,0,439.7,-16.26,73.29,0,20.527
2014,38,1,2,13,0,450.9,-15.29,71.08,0,20.712
2014,39,1,2,14,0,405.1,-14.93,69.7,0,17.035
2014,40,1,2,15,0,309.6,-15.11,67.68,0,18.342
2014,41,1,2,16,0,179.6,-15.42,69.12,0,17.594
2014,42,1,2,17,0,45.27,-16.89,74.53,0,10.865
2014,43,1,2,18,0,0.17,-18.71,79.6,0,8.395
2014,44,1,2,19,0,0,-19.81,79.45,0,7.188
2014,45,1,2,20,0,0,-20.24,79.3,0,9.308
2014,46,1,2,21,0,0,-20.7,82,0,10.057
2014,47,1,2,22,0,0,-21.61,84.1,0,5.752
2014,48,1,2,23,0,0,-22.41,85.2,0,3.188
2014,49,1,3,0,0,0,-23.33,84.5,0,6.066
2014,50,1,3,1,0,0,-21.89,84.1,0,8.685
2014,51,1,3,2,0,0,-22.24,84.6,0,6.999
2014,52,1,3,3,0,0,-22.06,85.4,0,8.061
2014,53,1,3,4,0,0,-20.22,85,0,14.481
2014,54,1,3,5,0,0,-18.42,84.5,0,22.208
2014,55,1,3,6,0,0,-17.54,82.3,0,30.06
2014,56,1,3,7,0,0,-16.69,80.7,0,36.295
2014,57,1,3,8,0,6.72,-15.72,78.21,0,31.497
2014,58,1,3,9,0,63.14,-15.19,79.12,0,43.199
2014,59,1,3,10,0,193.7,-14.24,78.07,0,34.734
2014,60,1,3,11,0,345.2,-12.38,77.1,0,43.149
2014,61,1,3,12,0,401.5,-9.76,78.39,0,41.703
2014,62,1,3,13,0,399,-7.39,78.95,0,49.584
2014,63,1,3,14,0,387.7,-5.51,78.18,0,60.06
2014,64,1,3,15,0,322.6,-4.22,75.98,0,42.601
2014,65,1,3,16,0,149.8,-3.95,77.68,0,40.805
2014,66,1,3,17,0,52.24,-3.96,77.9,0,34.365
2014,67,1,3,18,0,0.42,-4.24,79.32,0,32.12
2014,68,1,3,19,0,0,-3.92,80.7,0,36.605
2014,69,1,3,20,0,0,-3.41,81.1,0,38.475
2014,70,1,3,21,0,0,-2.85,81.2,0,37.542
2014,71,1,3,22,0,0,-2.02,79.44,0,36.48
2014,72,1,3,23,0,0,-0.95,75.78,0,45.943
2014,73,1,4,0,0,0,-0.19,74.21,0,48.138
2014,74,1,4,1,0,0,0.19,73.5,0,46.342
2014,75,1,4,2,0,0,0.36,74.77,0,32.305
2014,76,1,4,3,0,0,0.32,76.57,0,33.427
2014,77,1,4,4,0,0,0.39,79.17,0,32.993
2014,78,1,4,5,0,0,0.13,80.3,0,27.695
2014,79,1,4,6,0,0,-0.08,83,0,21.834
2014,80,1,4,7,0,0,0.08,87.5,0,23.455
2014,81,1,4,8,0,1.87,-1.75,85.4,0,27.072
2014,82,1,4,9,0,20.35,-6.26,77.88,0,37.852
2014,83,1,4,10,0,85.9,-8.4,77.45,0,27.256
2014,84,1,4,11,0,176.2,-9.25,80.5,0,31.247
2014,85,1,4,12,0,213.6,-9.12,85.1,0,22.582
2014,86,1,4,13,0,197.7,-9.39,81.8,0,26.324
2014,87,1,4,14,0,117,-9.98,81.7,0,25.012
2014,88,1,4,15,0,140.9,-10.07,78.45,0,34.051
2014,89,1,4,16,0,67.14,-9.84,79.93,0,30.249
2014,90,1,4,17,0,16.55,-10.22,79.47,0,32.18
2014,91,1,4,18,0,0.09,-11,75.98,0,39.413
2014,92,1,4,19,0,0,-11.57,75.33,0,32.619
2014,93,1,4,20,0,0,-12.21,74.85,0,26.947
2014,94,1,4,21,0,0,-13.05,74.27,0,31.432
2014,95,1,4,22,0,0,-13.59,74.99,0,23.331
2014,96,1,4,23,0,0,-14.12,75.85,0,30.374
2014,97,1,5,0,0,0,-14.58,76.03,0,24.578
2014,98,1,5,1,0,0,-15.12,75.91,0,27.945
2014,99,1,5,2,0,0,-15.6,78.77,0,29.81
2014,100,1,5,3,0,0,-15.98,77.78,0,34.175
2014,101,1,5,4,0,0,-16.77,75.96,0,36.669
2014,102,1,5,5,0,0,-17.37,76.1,0,36.48
2014,103,1,5,6,0,0,-17.94,76.05,0,40.306
2014,104,1,5,7,0,0,-18.26,71.69,0,37.976
2014,105,1,5,8,0,3.23,-18.77,72.15,0,39.224
2014,106,1,5,9,0,49.31,-19.01,69.91,0,34.549
2014,107,1,5,10,0,132.8,-18.86,65.25,0,27.755
2014,108,1,5,11,0,281.5,-18.16,60.99,0,33.676
2014,109,1,5,12,0,368.8,-17.81,61.68,0,35.672
2014,110,1,5,13,0,380.5,-16.8,63.66,0,31.432
2014,111,1,5,14,0,397.3,-15.97,66.3,0,32.429
2014,112,1,5,15,0,307.4,-15.56,66.61,0,31.497
2014,113,1,5,16,0,145.3,-16.12,62.09,0,34.674
2014,114,1,5,17,0,32.71,-17.96,55.02,0,44.097
2014,115,1,5,18,0,0.34,-19.48,58.65,0,32.37
2014,116,1,5,19,0,0,-20.51,57.38,0,30.185
2014,117,1,5,20,0,0,-21.43,56.74,0,47.09
2014,118,1,5,21,0,0,-22.55,56.53,0,48.138
2014,119,1,5,22,0,0,-23.48,67.34,0,46.192
2014,120,1,5,23,0,0,-24.53,62.52,0,42.651
2014,121,1,6,0,0,0,-25.09,63.88,0,44.097
2014,122,1,6,1,0,0,-25.58,63.85,0,39.538
2014,123,1,6,2,0,0,-25.79,67.02,0,40.156
2014,124,1,6,3,0,0,-25.69,69.67,0,42.102
2014,125,1,6,4,0,0,-25.82,68.25,0,41.054
2014,126,1,6,5,0,0,-26.17,67.81,0,40.905
2014,127,1,6,6,0,0,-26.34,67.27,0,42.301
2014,128,1,6,7,0,0,-26.53,68.93,0,36.42
2014,129,1,6,8,0,8.94,-26.56,70.06,0,31.058
2014,130,1,6,9,0,116.2,-26.06,68.5,0,35.298
2014,131,1,6,10,0,256.9,-25.36,66.68,0,34.674
2014,132,1,6,11,0,369,-24.44,66.08,0,38.6
2014,133,1,6,12,0,401.7,-23.05,68.28,0,35.672
2014,134,1,6,13,0,414,-22,70.46,0,45.045
2014,135,1,6,14,0,353.3,-21.23,67.39,0,45.793
2014,136,1,6,15,0,275.4,-20.51,66.9,0,46.841
2014,137,1,6,16,0,138,-20.12,66.21,0,45.943
2014,138,1,6,17,0,35.12,-20.37,69.08,0,45.843
2014,139,1,6,18,0,0.34,-20.71,71.16,0,36.48
2014,140,1,6,19,0,0,-21,72.49,0,28.504
2014,141,1,6,20,0,0,-21.2,73.06,0,27.631
2014,142,1,6,21,0,0,-21.41,73.88,0,22.642
2014,143,1,6,22,0,0,-21.42,74.26,0,22.273
2014,144,1,6,23,0,0,-22.03,76.24,0,17.469
2014,145,1,7,0,0,0,-22.81,79.34,0,13.484
2014,146,1,7,1,0,0,-23.25,79.45,0,10.925
2014,147,1,7,2,0,0,-22.79,78.88,0,9.618
2014,148,1,7,3,0,0,-21.12,77.34,0,12.985
2014,149,1,7,4,0,0,-21.49,80.6,0,2.813
2014,150,1,7,5,0,0,-21.73,80.4,0,7.747
2014,151,1,7,6,0,0,-20.55,79.26,0,11.862
2014,152,1,7,7,0,0,-20.2,81.3,0,10.675
2014,153,1,7,8,0,4.93,-19.58,79.41,0,10.306
2014,154,1,7,9,0,62.33,-18.64,81,0,14.731
2014,155,1,7,10,0,131,-17.58,79.23,0,15.663
2014,156,1,7,11,0,171.3,-16.01,74.76,0,17.22
2014,157,1,7,12,0,220.8,-14.65,74.57,0,12.795
2014,158,1,7,13,0,245.7,-13.74,75.14,0,12.86
2014,159,1,7,14,0,368.5,-11.34,63.38,0,10.491
2014,160,1,7,15,0,308,-9.95,65.4,0,7.313
2014,161,1,7,16,0,181.4,-10.74,66.32,0,6.53
2014,162,1,7,17,0,46.51,-11.15,73.76,0,0.908
2014,163,1,7,18,0,0.17,-13.31,77.75,0,5.318
2014,164,1,7,19,0,0,-13.88,79.37,0,5.692
2014,165,1,7,20,0,0,-14.27,80.8,0,7.996
2014,166,1,7,21,0,0,-13.86,82.5,0,8.994
2014,167,1,7,22,0,0,-14.13,83.6,0,4.285
2014,168,1,7,23,0,0,-14.2,85.4,0,3.287
2014,169,1,8,0,0,0,-14.14,84.1,0,0.284
2014,170,1,8,1,0,0,-14.06,85.4,0,1.442
2014,171,1,8,2,0,0,-14.98,86.9,0,6.126
2014,172,1,8,3,0,0,-14.69,84.5,0,4.135
2014,173,1,8,4,0,0,-14.58,85.8,0,5.906
2014,174,1,8,5,0,0,-14.66,75.16,0,14.731
2014,175,1,8,6,0,0,-14.81,74.53,0,11.922
2014,176,1,8,7,0,0,-14.84,75.21,0,12.236
2014,177,1,8,8,0,5.01,-15.18,76.46,0,11.114
2014,178,1,8,9,0,66.36,-15.04,75.62,0,14.481
2014,179,1,8,10,0,161.1,-14.61,72.5,0,15.604
2014,180,1,8,11,0,255.5,-13.97,70.27,0,13.359
2014,181,1,8,12,0,362.3,-12.94,68.64,0,12.112
2014,182,1,8,13,0,430,-12.09,67.09,0,8.37
2014,183,1,8,14,0,404.8,-10.92,63.25,0,7.872
2014,184,1,8,15,0,313.8,-10.94,64.36,0,8.685
2014,185,1,8,16,0,182.3,-10.89,68.63,0,9.992
2014,186,1,8,17,0,35.56,-11.69,74.73,0,6.066
2014,187,1,8,18,0,0.43,-12.65,76.68,0,4.036
2014,188,1,8,19,0,0,-13.75,83.2,0,2.813
2014,189,1,8,20,0,0,-14.31,82.1,0,5.128
2014,190,1,8,21,0,0,-14.74,81,0,4.819
2014,191,1,8,22,0,0,-15.23,83.1,0,6.939
2014,192,1,8,23,0,0,-15.93,82.2,0,9.308
2014,193,1,9,0,0,0,-16.29,82.5,0,10.675
2014,194,1,9,1,0,0,-16.53,84.6,0,9.184
2014,195,1,9,2,0,0,-16.98,84.8,0,8.685
2014,196,1,9,3,0,0,-17.46,85.9,0,6.44
2014,197,1,9,4,0,0,-17.6,84,0,9.618
2014,198,1,9,5,0,0,-17.75,84.5,0,10.491
2014,199,1,9,6,0,0,-17.84,83.8,0,11.548
2014,200,1,9,7,0,0,-17.09,82.9,0,17.409
2014,201,1,9,8,0,4.16,-15.47,81.2,0,19.09
2014,202,1,9,9,0,112.4,-14.65,79.39,0,15.165
2014,203,1,9,10,0,192.6,-13.53,81.4,0,18.656
2014,204,1,9,11,0,206,-11.75,88,0,21.4
2014,205,1,9,12,0,248.2,-9.94,90.2,0,21.959
2014,206,1,9,13,0,236.6,-8.69,89.2,0,21.525
2014,207,1,9,14,0,224.7,-7.9,90,0,19.031
2014,208,1,9,15,0,220.5,-6.93,84.2,0,21.086
2014,209,1,9,16,0,118.4,-6.86,83.5,0,20.777
2014,210,1,9,17,0,25.54,-7.31,86.6,0,19.155
2014,211,1,9,18,0,0.42,-7.88,88.8,0,18.906
2014,212,1,9,19,0,0,-7.94,90.3,0,13.793
2014,213,1,9,20,0,0,-7.91,90.7,0,18.407
2014,214,1,9,21,0,0,-8.14,93,0,13.793
2014,215,1,9,22,0,0,-8.82,94.1,0,15.853
2014,216,1,9,23,0,0,-7.57,94,0,18.532
2014,217,1,10,0,0,0,-6.63,95,0,24.827
2014,218,1,10,1,0,0,-6.13,97.7,0,28.813
2014,219,1,10,2,0,0,-5.89,97.5,0,22.707
2014,220,1,10,3,0,0,-5.69,97.5,0,13.543
2014,221,1,10,4,0,0,-5.44,97.7,0,10.74
2014,222,1,10,5,0,0,-5.15,97.9,0,9.368
2014,223,1,10,6,0,0,-4.82,98.4,0,9.308
2014,224,1,10,7,0,0,-4.21,98.9,0,9.243
2014,225,1,10,8,0,1.61,-2.95,99.7,0,9.867
2014,226,1,10,9,0,17.81,-2.3,100,0,8.745
2014,227,1,10,10,0,64.87,-1.6,100,0,11.174
2014,228,1,10,11,0,75.21,-1.01,100,0,9.433
2014,229,1,10,12,0,67.64,-0.62,100,0,8.311
2014,230,1,10,13,0,47.98,-0.47,100,0,7.687
2014,231,1,10,14,0,64.34,-0.29,100,0,1.347
2014,232,1,10,15,0,59.42,-0.21,100,0,0
2014,233,1,10,16,0,40.35,-0.19,100,0,0
2014,234,1,10,17,0,6.1,-0.17,100,0,0
2014,235,1,10,18,0,0.09,-0.21,100,0,0
2014,236,1,10,19,0,0,-0.36,100,0,0
2014,237,1,10,20,0,0,-0.49,100,0,0
2014,238,1,10,21,0,0,-0.6,100,0,0
2014,239,1,10,22,0,0,-0.74,100,0,0
2014,240,1,10,23,0,0,-0.82,100,0,0
2014,241,1,11,0,0,0,-0.93,100,0,0
2014,242,1,11,1,0,0,-1.01,100,0,0
2014,243,1,11,2,0,0,-0.91,100,0,0
2014,244,1,11,3,0,0,-0.9,98.5,0,0
2014,245,1,11,4,0,0,-2.28,98.1,0,0
2014,246,1,11,5,0,0,-3.16,97.4,0,0
2014,247,1,11,6,0,0,-3.8,95.3,0,0
2014,248,1,11,7,0,0,-4.55,93.1,0,0
2014,249,1,11,8,0,18.15,-4.62,90.4,0,0
2014,250,1,11,9,0,155.8,-3.77,89.2,0,0
2014,251,1,11,10,0,280,-2.9,88.6,0,0
2014,252,1,11,11,0,382.2,-2.05,88.1,0,18.093
2014,253,1,11,12,0,228,-2.63,94.8,0,22.892
2014,254,1,11,13,0,144.4,-3.41,94.8,0,26.324
2014,255,1,11,14,0,122,-2.61,94.1,0,25.261
2014,256,1,11,15,0,96.2,-1.72,93.3,0,22.582
2014,257,1,11,16,0,71.47,-1.14,92,0,26.259
2014,258,1,11,17,0,20.69,-1.08,92.4,0,30.06
2014,259,1,11,18,0,0.51,-1.75,94.5,0,24.139
2014,260,1,11,19,0,0,-2.51,96.4,0,22.832
2014,261,1,11,20,0,0,-4.61,97.7,0,7.064
2014,262,1,11,21,0,0,-6.16,98.1,0,9.992
2014,263,1,11,22,0,0,-6.26,97.8,0,9.618
2014,264,1,11,23,0,0,-6.88,97.6,0,7.996
2014,265,1,12,0,0,0,-6.23,98.1,0,10.675
2014,266,1,12,1,0,0,-5.96,98.3,0,9.742
2014,267,1,12,2,0,0,-4.88,98.6,0,13.484
2014,268,1,12,3,0,0,-4.35,95.9,0,12.172
2014,269,1,12,4,0,0,-3.42,93.1,0,14.107
2014,270,1,12,5,0,0,-1.36,90.1,0,25.575
2014,271,1,12,6,0,0,-0.87,89.2,0,24.887
2014,272,1,12,7,0,0,-0.13,84.6,0,26.448
2014,273,1,12,8,0,8.05,0.35,83.1,0,19.031
2014,274,1,12,9,0,118.2,2.78,74.56,0,25.575
2014,275,1,12,10,0,137.7,4.3,70.13,0,33.492
2014,276,1,12,11,0,200.3,4.61,70.13,0,28.753
2014,277,1,12,12,0,232.4,5.67,68.17,0,29.875
2014,278,1,12,13,0,169.7,5.47,70.56,0,22.458
2014,279,1,12,14,0,168.7,5.92,73.22,0,19.465
2014,280,1,12,15,0,107.5,5.7,75.02,0,12.795
2014,281,1,12,16,0,87.4,5.52,77.29,0,9.932
2014,282,1,12,17,0,19.14,4.14,83.7,0,10.491
2014,283,1,12,18,0,0.25,3.79,81.6,0,13.294
2014,284,1,12,19,0,0,4.27,79.84,0,18.282
2014,285,1,12,20,0,0,3.56,83.9,0,24.638
2014,286,1,12,21,0,0,3.66,84.9,0,24.079
2014,287,1,12,22,0,0,3.5,84.6,0,21.774
2014,288,1,12,23,0,0,3.34,85.2,0,16.721
2014,289,1,13,0,0,0,4.28,71.7,0,18.093
2014,290,1,13,1,0,0,5.61,70.91,0,17.534
2014,291,1,13,2,0,0,3.91,81.3,0,15.853
2014,292,1,13,3,0,0,3.75,80.1,0,19.465
2014,293,1,13,4,0,0,3.83,80.6,0,29.561
2014,294,1,13,5,0,0,3.12,82,0,27.631
2014,295,1,13,6,0,0,2.28,84.4,0,33.242
2014,296,1,13,7,0,0,1.08,88.5,0,28.688
2014,297,1,13,8,0,1.95,0.7,90.3,0,25.201
2014,298,1,13,9,0,18.98,0.66,89.4,0,16.846
2014,299,1,13,10,0,41.19,0.5,87.9,0,13.668
2014,300,1,13,11,0,220.9,0.75,80.5,0,22.208
2014,301,1,13,12,0,456.6,1.58,72.68,0,27.945
2014,302,1,13,13,0,459.1,2.38,67.88,0,26.074
2014,303,1,13,14,0,417.2,3.13,59.84,0,26.199
2014,304,1,13,15,0,328.1,3.45,60.57,0,26.633
2014,305,1,13,16,0,193.2,3.4,65.63,0,25.136
2014,306,1,13,17,0,63.53,2.92,66.61,0,15.165
2014,307,1,13,18,0,0.59,1.07,74.07,0,15.978
2014,308,1,13,19,0,0,0.79,79.72,0,15.479
2014,309,1,13,20,0,0,0.29,82.2,0,14.731
2014,310,1,13,21,0,0,-0.17,83.9,0,17.345
2014,311,1,13,22,0,0,-0.43,86.5,0,20.028
2014,312,1,13,23,0,0,-0.34,87,0,22.642
2014,313,1,14,0,0,0,0.16,86.9,0,22.956
2014,314,1,14,1,0,0,0.53,83.3,0,20.462
2014,315,1,14,2,0,0,1.38,82.4,0,22.273
2014,316,1,14,3,0,0,1.77,88.8,0,28.005
2014,317,1,14,4,0,0,2.9,84,0,32.804
2014,318,1,14,5,0,0,3.73,85.5,0,47.439
2014,319,1,14,6,0,0,2.26,80,0,62.205
2014,320,1,14,7,0,0,0.93,81.7,0,50.881
2014,321,1,14,8,0,4.24,-1.18,79.88,0,58.613
2014,322,1,14,9,0,33.91,-1.91,77.82,0,44.097
2014,323,1,14,10,0,93,-2.6,75.07,0,42.451
2014,324,1,14,11,0,84.5,-2.46,72.11,0,34.799
2014,325,1,14,12,0,95.9,-3.31,79.1,0,51.58
2014,326,1,14,13,0,150.3,-3.04,64.21,0,54.972
2014,327,1,14,14,0,107.6,-3.29,75.58,0,62.704
2014,328,1,14,15,0,133.6,-4.06,66.87,0,56.618
2014,329,1,14,16,0,105.4,-4.5,69.42,0,41.803
2014,330,1,14,17,0,33.25,-5.57,69.16,0,49.834
2014,331,1,14,18,0,0.68,-6.21,69.77,0,41.104
2014,332,1,14,19,0,0,-6.4,73.01,0,39.224
2014,333,1,14,20,0,0,-6.96,73.69,0,29.376
2014,334,1,14,21,0,0,-7.63,72.41,0,26.448
2014,335,1,14,22,0,0,-8.55,71.73,0,24.079
2014,336,1,14,23,0,0,-9.27,72.5,0,22.458
2014,337,1,15,0,0,0,-10.2,75.92,0,29.501
2014,338,1,15,1,0,0,-10.51,76.04,0,26.758
2014,339,1,15,2,0,0,-10.6,76.35,0,35.048
2014,340,1,15,3,0,0,-10.69,78.83,0,22.148
2014,341,1,15,4,0,0,-10.69,78.52,0,18.218
2014,342,1,15,5,0,0,-11.14,77.59,0,18.158
2014,343,1,15,6,0,0,-11.27,80.6,0,14.416
2014,344,1,15,7,0,0,-11.29,78.55,0,13.169
2014,345,1,15,8,0,3.65,-11.33,79.16,0,13.982
2014,346,1,15,9,0,50.69,-11.1,78.36,0,9.433
2014,347,1,15,10,0,166.5,-10.91,77.4,0,14.042
2014,348,1,15,11,0,264.6,-9.9,76.14,0,18.716
2014,349,1,15,12,0,454.2,-8.1,66.41,0,25.885
2014,350,1,15,13,0,470.5,-6.3,60.84,0,19.654
2014,351,1,15,14,0,397.7,-5.02,54.77,0,25.7
2014,352,1,15,15,0,215.3,-4.18,50.48,0,28.688
2014,353,1,15,16,0,100.5,-3.77,49.17,0,29.501
2014,354,1,15,17,0,16.37,-3.71,48.83,0,33.926
2014,355,1,15,18,0,0.17,-3.73,52.9,0,35.921
2014,356,1,15,19,0,0,-4.03,60.88,0,40.705
2014,357,1,15,20,0,0,-4,60.39,0,34.425
2014,358,1,15,21,0,0,-3.58,62.11,0,31.681
2014,359,1,15,22,0,0,-3.33,65.66,0,30.499
2014,360,1,15,23,0,0,-2.52,69.18,0,28.878
2014,361,1,16,0,0,0,-1.24,70.54,0,41.104
2014,362,1,16,1,0,0,-0.46,72.84,0,33.926
2014,363,1,16,2,0,0,-0.61,76.7,0,22.832
2014,364,1,16,3,0,0,-0.49,77.77,0,20.402
2014,365,1,16,4,0,0,1.81,66.41,0,27.132
2014,366,1,16,5,0,0,2.59,66.22,0,39.413
2014,367,1,16,6,0,0,2.12,69.25,0,40.805
2014,368,1,16,7,0,0,2.2,70.95,0,43.948
2014,369,1,16,8,0,3.39,2.21,79.01,0,46.641
2014,370,1,16,9,0,46.35,1.42,70.79,0,52.178
2014,371,1,16,10,0,129.1,1.42,68.43,0,53.824
2014,372,1,16,11,0,188.6,1.68,62.88,0,32.744
2014,373,1,16,12,0,152.2,1.69,55.12,0,30.748
2014,374,1,16,13,0,96.1,0.77,61.25,0,31.247
2014,375,1,16,14,0,71.87,0.49,67.79,0,34.983
2014,376,1,16,15,0,48.65,-2,90.9,0,22.522
